Mod:Item:MetaData, Localized Name
gregtech:machine:3358, Ultimate Fluid Extractor
gregtech:machine:3359, High-Tech Fluid Heater
gregtech:machine:3360, High-Tech Fluid Heater II
gregtech:machine:3361, High-Tech Fluid Heater III
gregtech:machine:3362, High-Tech Fluid Heater IV
gregtech:machine:3363, Ultimate Fluid Heater
gregtech:machine:3364, High-Tech Fluid Solidifier
gregtech:machine:3365, High-Tech Fluid Solidifier II
gregtech:machine:3366, High-Tech Fluid Solidifier III
gregtech:machine:3367, High-Tech Fluid Solidifier IV
gregtech:machine:3368, Ultimate Fluid Solidifier
gregtech:machine:3369, High-Tech Forge Hammer
gregtech:machine:3370, High-Tech Forge Hammer II
gregtech:machine:3371, High-Tech Forge Hammer III
gregtech:machine:3372, High-Tech Forge Hammer IV
gregtech:machine:3373, Ultimate Forge Hammer
gregtech:machine:3374, High-Tech Forming Press
gregtech:machine:3375, High-Tech Forming Press II
gregtech:machine:3376, High-Tech Forming Press III
gregtech:machine:3377, High-Tech Forming Press IV
gregtech:machine:3378, Ultimate Forming Press
gregtech:machine:3379, High-Tech Lathe
gregtech:machine:3380, High-Tech Lathe II
gregtech:machine:3381, High-Tech Lathe III
gregtech:machine:3382, High-Tech Lathe IV
gregtech:machine:3383, Ultimate Lathe
gregtech:machine:3384, High-Tech Microwave
gregtech:machine:3385, High-Tech Microwave II
gregtech:machine:3386, High-Tech Microwave III
gregtech:machine:3387, High-Tech Microwave IV
gregtech:machine:3388, Ultimate Microwave
gregtech:machine:3389, High-Tech Mixer
gregtech:machine:3390, High-Tech Mixer II
gregtech:machine:3391, High-Tech Mixer III
gregtech:machine:3392, High-Tech Mixer IV
gregtech:machine:3393, Ultimate Mixer
gregtech:machine:3394, High-Tech Ore Washing Plant
gregtech:machine:3395, High-Tech Ore Washing Plant II
gregtech:machine:3396, High-Tech Ore Washing Plant III
gregtech:machine:3397, High-Tech Ore Washing Plant IV
gregtech:machine:3398, Ultimate Ore Washing Plant
gregtech:machine:3399, High-Tech Packer
gregtech:machine:3400, High-Tech Packer II
gregtech:machine:3401, High-Tech Packer III
gregtech:machine:3402, High-Tech Packer IV
gregtech:machine:3403, Ultimate Packer
gregtech:machine:3404, High-Tech Unpacker
gregtech:machine:3405, High-Tech Unpacker II
gregtech:machine:3406, High-Tech Unpacker III
gregtech:machine:3407, High-Tech Unpacker IV
gregtech:machine:3408, Ultimate Unpacker
gregtech:machine:3409, High-Tech Plasma Arc Furnace
gregtech:machine:3410, High-Tech Plasma Arc Furnace II
gregtech:machine:3411, High-Tech Plasma Arc Furnace III
gregtech:machine:3412, High-Tech Plasma Arc Furnace IV
gregtech:machine:3413, Ultimate Plasma Arc Furnace
gregtech:machine:3414, High-Tech Polarizer
gregtech:machine:3415, High-Tech Polarizer II
gregtech:machine:3416, High-Tech Polarizer III
gregtech:machine:3417, High-Tech Polarizer IV
gregtech:machine:3418, Ultimate Polarizer
gregtech:machine:3419, High-Tech Laser Engraver
gregtech:machine:3420, High-Tech Laser Engraver II
gregtech:machine:3421, High-Tech Laser Engraver III
gregtech:machine:3422, High-Tech Laser Engraver IV
gregtech:machine:3423, Ultimate Laser Engraver
gregtech:machine:3424, High-Tech Sifter
gregtech:machine:3425, High-Tech Sifter II
gregtech:machine:3426, High-Tech Sifter III
gregtech:machine:3427, High-Tech Sifter IV
gregtech:machine:3428, Ultimate Sifter
gregtech:machine:3429, High-Tech Thermal Centrifuge
gregtech:machine:3430, High-Tech Thermal Centrifuge II
gregtech:machine:3431, High-Tech Thermal Centrifuge III
gregtech:machine:3432, High-Tech Thermal Centrifuge IV
gregtech:machine:3433, Ultimate Thermal Centrifuge
gregtech:machine:3434, High-Tech Wiremill
gregtech:machine:3435, High-Tech Wiremill II
gregtech:machine:3436, High-Tech Wiremill III
gregtech:machine:3437, High-Tech Wiremill IV
gregtech:machine:3438, Ultimate Wiremill
gregtech:machine:3439, High-Tech Dehydrator
gregtech:machine:3440, High-Tech Dehydrator II
gregtech:machine:3441, High-Tech Dehydrator III
gregtech:machine:3442, High-Tech Dehydrator IV
gregtech:machine:3443, Ultimate Dehydrator
gregtech:machine:3444, High-Tech Replicator
gregtech:machine:3445, High-Tech Replicator II
gregtech:machine:3446, High-Tech Replicator III
gregtech:machine:3447, High-Tech Replicator IV
gregtech:machine:3448, Ultimate Replicator
gregtech:machine:3449, High-Tech Mass Fab
gregtech:machine:3450, High-Tech Mass Fab II
gregtech:machine:3451, High-Tech Mass Fab III
gregtech:machine:3452, High-Tech Mass Fab IV
gregtech:machine:3453, Ultimate Mass Fab
gregtech:machine:3454, High-Tech Decay Chamber
gregtech:machine:3455, High-Tech Decay Chamber II
gregtech:machine:3456, High-Tech Decay Chamber III
gregtech:machine:3457, High-Tech Decay Chamber IV
gregtech:machine:3458, Ultimate Decay Chamber
gregtech:machine:3459, High-Tech Green House
gregtech:machine:3460, High-Tech Green House II
gregtech:machine:3461, High-Tech Green House III
gregtech:machine:3462, High-Tech Green House IV
gregtech:machine:3463, Ultimate Green House
gregtech:machine:4000, Basic Electric Rock Breaker
gregtech:machine:4001, Advanced Electric Rock Breaker
gregtech:machine:4002, Advanced Electric Rock Breaker II
gregtech:machine:4003, Advanced Electric Rock Breaker III
gregtech:machine:4004, Elite Electric Rock Breaker
gregtech:machine:4005, Elite Electric Rock Breaker II
gregtech:machine:4006, Elite Electric Rock Breaker III
gregtech:machine:4007, Elite Electric Rock Breaker IV
gregtech:machine:4016, Qubit Input Hatch
gregtech:machine:4017, Qubit Output Hatch
gregtech:machine:4018, Void Miner Mk2
gregtech:machine:4019, Void Miner Mk3
gregtech:machine:4020, Gas Centrifuge
gregtech:machine:4021, Stellar Forge
gregtech:machine:4022, Quantum Computer
gregtech:machine:4023, Drilling Rig
gregtech:machine:4024, Solar Fluid Sampler
gregtech:machine:4025, gtadditions.machine.energy_hatch.input.uhv.name
gregtech:machine:4026, gtadditions.machine.energy_hatch.input.uev.name
gregtech:machine:4027, gtadditions.machine.energy_hatch.input.uiv.name
gregtech:machine:4028, gtadditions.machine.energy_hatch.input.umv.name
gregtech:machine:4029, gtadditions.machine.energy_hatch.input.uxv.name
gregtech:machine:4030, gtadditions.machine.energy_hatch.output.uhv.name
gregtech:machine:4031, gtadditions.machine.energy_hatch.output.uev.name
gregtech:machine:4032, gtadditions.machine.energy_hatch.output.uiv.name
gregtech:machine:4033, gtadditions.machine.energy_hatch.output.umv.name
gregtech:machine:4034, gtadditions.machine.energy_hatch.output.uxv.name
gregtech:machine:4035, gtadditions.machine.energy_hatch.input.uhv.4.name
gregtech:machine:4036, gtadditions.machine.energy_hatch.input.uhv.16.name
gregtech:machine:4037, gtadditions.machine.energy_hatch.input.uhv.64.name
gregtech:machine:4038, gtadditions.machine.energy_hatch.input.uhv.128.name
gregtech:machine:4039, gtadditions.machine.energy_hatch.output.uhv.16.name
gregtech:machine:4040, gtadditions.machine.energy_hatch.output.uhv.32.name
gregtech:machine:4041, gtadditions.machine.energy_hatch.output.uhv.64.name
gregtech:machine:4042, gtadditions.machine.energy_hatch.output.uhv.128.name
gregtech:machine:4043, gtadditions.machine.energy_hatch.input.uev.4.name
gregtech:machine:4044, gtadditions.machine.energy_hatch.input.uev.16.name
gregtech:machine:4045, gtadditions.machine.energy_hatch.input.uev.64.name
gregtech:machine:4046, gtadditions.machine.energy_hatch.input.uev.128.name
gregtech:machine:4047, gtadditions.machine.energy_hatch.output.uev.16.name
gregtech:machine:4048, gtadditions.machine.energy_hatch.output.uev.32.name
gregtech:machine:4049, gtadditions.machine.energy_hatch.output.uev.64.name
gregtech:machine:4050, gtadditions.machine.energy_hatch.output.uev.128.name
gregtech:machine:4051, gtadditions.machine.energy_hatch.input.uiv.4.name
gregtech:machine:4052, gtadditions.machine.energy_hatch.input.uiv.16.name
gregtech:machine:4053, gtadditions.machine.energy_hatch.input.uiv.64.name
gregtech:machine:4054, gtadditions.machine.energy_hatch.input.uiv.128.name
gregtech:machine:4055, gtadditions.machine.energy_hatch.output.uiv.16.name
gregtech:machine:4056, gtadditions.machine.energy_hatch.output.uiv.32.name
gregtech:machine:4057, gtadditions.machine.energy_hatch.output.uiv.64.name
gregtech:machine:4058, gtadditions.machine.energy_hatch.output.uiv.128.name
gregtech:machine:4059, gtadditions.machine.energy_hatch.input.umv.4.name
gregtech:machine:4060, gtadditions.machine.energy_hatch.input.umv.16.name
gregtech:machine:4061, gtadditions.machine.energy_hatch.input.umv.64.name
gregtech:machine:4062, gtadditions.machine.energy_hatch.input.umv.128.name
gregtech:machine:4063, gtadditions.machine.energy_hatch.output.umv.16.name
gregtech:machine:4064, gtadditions.machine.energy_hatch.output.umv.32.name
gregtech:machine:4065, gtadditions.machine.energy_hatch.output.umv.64.name
gregtech:machine:4066, gtadditions.machine.energy_hatch.output.umv.128.name
gregtech:machine:4067, gtadditions.machine.energy_hatch.input.uxv.4.name
gregtech:machine:4068, gtadditions.machine.energy_hatch.input.uxv.16.name
gregtech:machine:4069, gtadditions.machine.energy_hatch.input.uxv.64.name
gregtech:machine:4070, gtadditions.machine.energy_hatch.input.uxv.128.name
gregtech:machine:4071, gtadditions.machine.energy_hatch.output.uxv.16.name
gregtech:machine:4072, gtadditions.machine.energy_hatch.output.uxv.32.name
gregtech:machine:4073, gtadditions.machine.energy_hatch.output.uxv.64.name
gregtech:machine:4074, gtadditions.machine.energy_hatch.output.uxv.128.name
gregtech:machine:4075, gtadditions.machine.convert_gteu.uhv.1.name
gregtech:machine:4076, gtadditions.machine.convert_forge.uhv.1.name
gregtech:machine:4077, gtadditions.machine.convert_gteu.uhv.4.name
gregtech:machine:4078, gtadditions.machine.convert_forge.uhv.4.name
gregtech:machine:4079, gtadditions.machine.convert_gteu.uhv.8.name
gregtech:machine:4080, gtadditions.machine.convert_forge.uhv.8.name
gregtech:machine:4081, gtadditions.machine.convert_gteu.uhv.16.name
gregtech:machine:4082, gtadditions.machine.convert_forge.uhv.16.name
gregtech:machine:4083, gtadditions.machine.convert_gteu.uev.1.name
gregtech:machine:4084, gtadditions.machine.convert_forge.uev.1.name
gregtech:machine:4085, gtadditions.machine.convert_gteu.uev.4.name
gregtech:machine:4086, gtadditions.machine.convert_forge.uev.4.name
gregtech:machine:4087, gtadditions.machine.convert_gteu.uev.8.name
gregtech:machine:4088, gtadditions.machine.convert_forge.uev.8.name
gregtech:machine:4089, gtadditions.machine.convert_gteu.uev.16.name
gregtech:machine:4090, gtadditions.machine.convert_forge.uev.16.name
gregtech:machine:4091, gtadditions.machine.convert_gteu.uiv.1.name
gregtech:machine:4092, gtadditions.machine.convert_forge.uiv.1.name
gregtech:machine:4093, gtadditions.machine.convert_gteu.uiv.4.name
gregtech:machine:4094, gtadditions.machine.convert_forge.uiv.4.name
gregtech:machine:4095, gtadditions.machine.convert_gteu.uiv.8.name
gregtech:machine:4096, gtadditions.machine.convert_forge.uiv.8.name
gregtech:machine:4097, gtadditions.machine.convert_gteu.umv.1.name
gregtech:machine:4098, gtadditions.machine.convert_forge.umv.1.name
gregtech:machine:4099, gtadditions.machine.transformer.uhv.4.name
gregtech:machine:4100, gtadditions.machine.transformer.uhv.8.name
gregtech:machine:4101, gtadditions.machine.transformer.uhv.12.name
gregtech:machine:4102, gtadditions.machine.transformer.uhv.16.name
gregtech:machine:4103, gtadditions.machine.transformer.uev.4.name
gregtech:machine:4104, gtadditions.machine.transformer.uev.8.name
gregtech:machine:4105, gtadditions.machine.transformer.uev.12.name
gregtech:machine:4106, gtadditions.machine.transformer.uev.16.name
gregtech:machine:4107, gtadditions.machine.transformer.uiv.4.name
gregtech:machine:4108, gtadditions.machine.transformer.uiv.8.name
gregtech:machine:4109, gtadditions.machine.transformer.uiv.12.name
gregtech:machine:4110, gtadditions.machine.transformer.uiv.16.name
gregtech:machine:4111, gtadditions.machine.transformer.umv.4.name
gregtech:machine:4112, gtadditions.machine.transformer.umv.8.name
gregtech:machine:4113, gtadditions.machine.transformer.umv.12.name
gregtech:machine:4114, gtadditions.machine.transformer.umv.16.name
gregtech:machine:4115, gtadditions.machine.transformer.uxv.4.name
gregtech:machine:4116, gtadditions.machine.transformer.uxv.8.name
gregtech:machine:4117, gtadditions.machine.transformer.uxv.12.name
gregtech:machine:4118, gtadditions.machine.transformer.uxv.16.name
gregtech:machine:4120, gtadditions.machine.fluid_hatch.export_filtered.uhv.name
gregtech:machine:4121, gtadditions.machine.fluid_hatch.export_filtered.uev.name
gregtech:machine:4122, gtadditions.machine.fluid_hatch.export_filtered.uiv.name
gregtech:machine:4123, gtadditions.machine.fluid_hatch.export_filtered.umv.name
gregtech:machine:4124, gtadditions.machine.fluid_hatch.export_filtered.uxv.name
gregtech:machine:4130, Large Laser Engraver
gregtech:machine:4131, MAX Voltage Battery Buffer
gregtech:machine:4132, MAX Voltage Battery Buffer
gregtech:machine:4133, MAX Voltage Battery Buffer
gregtech:machine:4134, MAX Voltage Battery Buffer
gregtech:machine:4135, MAX Voltage Battery Charger
gregtech:machine:4136, UHV Voltage Battery Buffer
gregtech:machine:4137, UHV Voltage Battery Buffer
gregtech:machine:4138, UHV Voltage Battery Buffer
gregtech:machine:4139, UHV Voltage Battery Buffer
gregtech:machine:4140, UHV Voltage Battery Charger
gregtech:machine:4141, UEV Voltage Battery Buffer
gregtech:machine:4142, UEV Voltage Battery Buffer
gregtech:machine:4143, UEV Voltage Battery Buffer
gregtech:machine:4144, UEV Voltage Battery Buffer
gregtech:machine:4145, UEV Voltage Battery Charger
gregtech:machine:4146, UIV Voltage Battery Buffer
gregtech:machine:4147, UIV Voltage Battery Buffer
gregtech:machine:4148, UIV Voltage Battery Buffer
gregtech:machine:4149, UIV Voltage Battery Buffer
gregtech:machine:4150, UIV Voltage Battery Charger
gregtech:machine:4151, UMV Voltage Battery Buffer
gregtech:machine:4152, UMV Voltage Battery Buffer
gregtech:machine:4153, UMV Voltage Battery Buffer
gregtech:machine:4154, UMV Voltage Battery Buffer
gregtech:machine:4155, UMV Voltage Battery Charger
gregtech:machine:4156, UXV Voltage Battery Buffer
gregtech:machine:4157, UXV Voltage Battery Buffer
gregtech:machine:4158, UXV Voltage Battery Buffer
gregtech:machine:4159, UXV Voltage Battery Buffer
gregtech:machine:4160, UXV Voltage Battery Charger
gregtech:cable:1, 1x Aluminium wire
gregtech:cable:1001, 2x Aluminium wire
gregtech:cable:2001, 4x Aluminium wire
gregtech:cable:3001, 8x Aluminium wire
gregtech:cable:4001, 16x Aluminium wire
gregtech:cable:5001, 1x Aluminium cable
gregtech:cable:6001, 2x Aluminium cable
gregtech:cable:7001, 4x Aluminium cable
gregtech:cable:8001, 8x Aluminium cable
gregtech:cable:9001, 16x Aluminium cable
gregtech:cable:87, 1x Annealed Copper wire
gregtech:cable:1087, 2x Annealed Copper wire
gregtech:cable:2087, 4x Annealed Copper wire
gregtech:cable:3087, 8x Annealed Copper wire
gregtech:cable:4087, 16x Annealed Copper wire
gregtech:cable:5087, 1x Annealed Copper cable
gregtech:cable:6087, 2x Annealed Copper cable
gregtech:cable:7087, 4x Annealed Copper cable
gregtech:cable:8087, 8x Annealed Copper cable
gregtech:cable:9087, 16x Annealed Copper cable
gregtech:cable:231, 1x Black Steel wire
gregtech:cable:1231, 2x Black Steel wire
gregtech:cable:2231, 4x Black Steel wire
gregtech:cable:3231, 8x Black Steel wire
gregtech:cable:4231, 16x Black Steel wire
gregtech:cable:5231, 1x Black Steel cable
gregtech:cable:6231, 2x Black Steel cable
gregtech:cable:7231, 4x Black Steel cable
gregtech:cable:8231, 8x Black Steel cable
gregtech:cable:9231, 16x Black Steel cable
gregtech:cable:735, 1x Bohrium wire
gregtech:cable:1735, 2x Bohrium wire
gregtech:cable:2735, 4x Bohrium wire
gregtech:cable:3735, 8x Bohrium wire
gregtech:cable:4735, 16x Bohrium wire
gregtech:cable:5735, 1x Bohrium cable
gregtech:cable:6735, 2x Bohrium cable
gregtech:cable:7735, 4x Bohrium cable
gregtech:cable:8735, 8x Bohrium cable
gregtech:cable:9735, 16x Bohrium cable
gregtech:cable:17, 1x Cobalt wire
gregtech:cable:1017, 2x Cobalt wire
gregtech:cable:2017, 4x Cobalt wire
gregtech:cable:3017, 8x Cobalt wire
gregtech:cable:4017, 16x Cobalt wire
gregtech:cable:5017, 1x Cobalt cable
gregtech:cable:6017, 2x Cobalt cable
gregtech:cable:7017, 4x Cobalt cable
gregtech:cable:8017, 8x Cobalt cable
gregtech:cable:9017, 16x Cobalt cable
gregtech:cable:18, 1x Copper wire
gregtech:cable:1018, 2x Copper wire
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
